region,school_name,closure_year,local_office,school_level,utilization_status,address,years_since_closure,closure_risk_index,risk_level
chunbook,백운초 애련분교장,1990,제천,초,매각,제천시 백운면 애련리 198,35,0.5639344262295082,보통
gyeonggi,"신북초 
신평분교장",1990,포천,초,매각,경기도 포천시 신북면 신평리 214-1,35,0.5639344262295082,보통
incheon,"삼산초
송광분교",1990,강화,초,매각,강화군 삼산면 상리 619,35,0.5639344262295082,보통
gyeongnam,부림초등학교봉림분교장,1990,의령,초,매각,경상남도 의령군 부림면 대곡리 149,35,0.5639344262295082,보통
gyeongnam,청덕초등학교덕진분교장,1990,합천,초,매각,경상남도 합천군 청덕면 성태리 213,35,0.5639344262295082,보통
gangwon,고산초 입암분교장,1990,원주교육지원청,초,매각,원주시 호저면 고산리 149-1,35,0.5639344262295082,보통
gyeonggi,단석초 거단분교장,1990,양평,초,매각,경기도 양평군 양동면 단석리 1120,35,0.5639344262295082,보통
jeonnam,율촌초장도분교장,1990,여수,초,매각,여수시 율촌면 장도리 201-1,35,0.5639344262295082,보통
gyeonggi,대남초 육도분교장,1990,안산,초,매각,안산시 단원구 풍도동 산271,35,0.5639344262295082,보통
gyeonggi,대동초 불도분교장,1990,안산,초,매각,안산시 단원구 선감동 28,35,0.5639344262295082,보통
gyeongnam,한산초등학교매물도분교장,2005,통영,초,대부,통영시 한산면 매죽리 34-13,20,0.5639344262295082,보통
chunbook,수산초 괴곡분교장,1990,제천,초,매각,제천시 수산면 원대리 137,35,0.5639344262295082,보통
jeonbook,조림초 학동분교,1990,진안,초,매각,진안군 정천면 봉학리 983,35,0.5639344262295082,보통
gyeongnam,원량초등학교도덕분교장,2005,통영,초,대부,통영시 욕지면 서산리 644,20,0.5639344262295082,보통
gyeongbook,가천초등학교법전분교장,1990,성주,초,매각,경상북도 성주군 가천면 법전1리 193-3번지,35,0.5639344262295082,보통
gyeonggi,가평초 승안분교장,1990,가평,초,매각,가평군 가평읍 승안리 302-1,35,0.5639344262295082,보통
gyeongbook,곡강초등학교양백분교장,1990,포항,초,매각,포항시 북구 흥해읍 양백리 458,35,0.5639344262295082,보통
gyeongbook,길안초등학교 용계분교장,1990,안동,초,매각,안동시 길안면 용계리 244,35,0.5639344262295082,보통
gyeongnam,쌍백초등학교운곡분교장,1990,합천,초,매각,경상남도 합천군 쌍백면 운곡리 554,35,0.5639344262295082,보통
jeonbook,무주여중,1990,무주,중,자체활용,무주군 무주읍 읍내리 472,35,0.5639344262295082,보통
jeonnam,화태초소횡간분교장,1990,여수,초,매각,여수시 남면 횡간리 21,35,0.5639344262295082,보통
gyeonggi,산음초 산대분교장,1990,양평,초,매각,경기도 양평군 단월면 석산리 470,35,0.5639344262295082,보통
gyeonggi,산음초 석산분교장,1990,양평,초,매각,경기도 양평군 단월면 석산리 136,35,0.5639344262295082,보통
jeonnam,황룡초와우분교장,1990,장성,초,매각,장성군 황룡면 와우리 15,35,0.5639344262295082,보통
gyeongbook,문암초 용저분교장,1990,영양,초,매각,영양군 일월면 용화리 37,35,0.5639344262295082,보통
jeonnam,황룡초통안분교장,1990,장성,초,매각,장성군 황룡면 통안리 165,35,0.5639344262295082,보통
gangwon,죽왕초 구성분교장,2005,고성,초,대부,고성군 죽왕면 구성리 118-5,20,0.5639344262295082,보통
chunbook,화당초 덕동분교장,1990,제천,초,매각,제천시 백운면 덕동리 252-2,35,0.5639344262295082,보통
gyeongbook,부곡초 기곡분교장,1990,청송,초,매각,청송군 진보면 기곡리 520-1,35,0.5639344262295082,보통
jeju,덕천분교장,1990,제주시,초,매각,제주시 구좌읍 덕천리 300,35,0.5639344262295082,보통
gyeongbook,신광초등학교마북분교장,1990,포항,초,매각,포항시 북구 신광면 마북리 171-4,35,0.5639344262295082,보통
jeonbook,상관초 마치분교,1990,완주,초,매각,완주군 상관면 마치리 197,35,0.5639344262295082,보통
incheon,말도분교,1990,강화,초,매각,강화군 삼산면 말도리 26-1,35,0.5639344262295082,보통
daegu,"금포초
노이분교",1990,달성,초,매각,논공읍 노이리 597,35,0.5639344262295082,보통
